,chocolate_color,bake_time,sugar,flour,margerine,chocolate,vanilla_flavour,almonds,density,brown_sugar,weight,cinnamon,taste
570,0,16.727,112.0,124.699,102.454,106.645,0.486,12.097,0.635,18.605,6.854,2.899,5
571,1,12.909,120.667,113.855,111.81,106.977,0.469,9.793,0.656,55.814,7.781,5.942,6
572,0,16.545,116.0,121.687,121.933,105.316,0.799,21.198,0.714,27.907,5.758,2.899,6
573,0,14.909,120.0,116.867,105.521,103.322,0.104,12.212,0.567,21.705,6.601,6.667,6
574,0,13.455,112.0,133.735,117.331,105.648,1.094,25.346,0.691,23.256,8.455,1.884,5
575,1,14.727,134.0,113.253,101.84,112.126,0.729,6.221,0.652,29.457,6.685,1.739,5
576,1,14.545,126.0,127.711,102.454,117.442,0.104,1.613,0.68,46.512,8.455,3.623,5
577,0,11.636,104.667,129.518,100.767,106.478,0.347,10.599,0.612,36.434,7.191,1.739,5
578,1,18.909,128.0,129.518,103.067,140.033,0.069,1.613,0.729,45.736,9.803,3.913,6
579,0,12.182,115.333,115.663,102.454,106.977,0.469,18.548,0.606,50.388,7.107,3.478,6
580,0,13.091,109.333,134.94,100.767,120.598,0.885,14.977,0.617,29.457,5.674,1.594,5
581,0,12.909,125.333,118.675,106.748,102.99,0.243,7.604,0.588,41.86,8.202,5.072,7
582,1,18.182,112.667,131.928,102.761,110.797,0.087,1.382,0.675,37.209,12.669,5.797,7
583,1,13.636,133.333,112.048,101.764,108.14,0.122,1.843,0.618,51.163,7.275,5.362,5
584,0,13.091,117.333,114.458,104.141,104.153,0.486,10.714,0.562,29.457,6.517,6.232,7
585,0,11.455,108.667,115.06,100.767,104.319,0.434,8.641,0.56,45.736,7.528,4.928,6
586,0,16.364,115.333,118.675,100.537,101.993,0.885,16.359,0.563,16.279,5.843,5.072,5
587,1,19.636,117.333,128.916,102.301,107.143,0.069,0.346,0.644,37.209,8.961,5.942,7
588,0,15.636,119.333,119.277,101.534,105.15,0.538,18.433,0.594,21.705,7.781,4.783,7
589,1,17.273,115.333,134.337,102.147,116.944,0.434,9.101,0.693,41.86,7.612,2.464,5
590,0,13.636,110.0,124.096,110.583,105.15,0.851,16.705,0.608,30.233,5.421,4.928,6
591,0,12.364,112.0,112.048,111.35,106.312,0.59,12.097,0.642,30.233,6.685,3.478,6
592,1,17.091,158.333,103.012,101.84,110.963,0.069,1.498,0.674,44.961,6.854,2.319,4
593,0,12.364,101.333,124.699,100.613,105.15,0.278,8.065,0.553,32.558,7.865,4.928,7
594,0,14.545,109.333,119.88,102.147,105.98,0.521,10.945,0.615,54.264,7.781,4.928,5
595,1,14.364,115.0,123.494,100.92,108.306,0.104,0.576,0.62,44.186,7.528,5.072,6
596,0,12.727,116.0,121.084,106.442,103.488,0.573,10.945,0.579,49.612,8.202,6.522,8
597,1,15.818,152.667,100.0,104.141,114.452,0.434,6.336,0.753,68.217,9.213,2.609,4
598,0,12.364,106.667,129.518,105.982,106.312,0.278,9.677,0.592,42.636,6.264,5.217,6
599,0,14.182,108.667,121.687,123.16,105.98,1.163,20.392,0.733,41.085,9.551,2.029,5
600,0,15.636,112.667,115.06,128.374,105.98,0.851,23.272,0.758,25.581,7.36,1.739,6
601,1,14.182,120.0,118.072,101.84,110.631,0.521,7.373,0.688,54.264,8.118,2.174,6
602,1,17.636,147.0,100.0,103.067,113.953,0.174,2.535,0.737,49.612,10.393,2.029,6
603,1,16.182,151.0,100.602,102.454,110.133,0.069,0.922,0.685,46.512,8.034,4.348,4
604,0,13.636,111.333,124.096,101.074,104.817,0.365,10.945,0.558,24.031,6.433,4.928,6
605,0,10.545,105.0,119.88,101.534,103.156,0.208,6.106,0.551,44.961,10.225,5.652,8
606,0,12.909,107.333,118.072,100.307,105.648,0.556,15.899,0.625,54.264,6.433,1.594,6
607,1,17.636,145.667,102.41,101.534,111.462,0.052,0.922,0.71,44.186,7.697,2.464,4
608,0,13.455,104.0,121.084,101.38,106.312,0.677,12.788,0.577,27.132,9.213,4.493,6
609,0,17.273,103.333,129.518,100.613,103.156,0.087,2.074,0.606,14.729,5.843,2.754,5
610,0,13.455,112.0,127.711,111.81,104.651,0.833,19.24,0.672,34.884,7.107,1.884,5
611,0,13.818,108.0,120.482,107.822,104.319,0.538,8.871,0.61,36.434,7.022,5.072,6
612,0,14.364,107.333,129.518,122.929,108.14,0.851,14.747,0.745,54.264,6.18,1.594,7
613,0,10.364,114.0,116.867,111.81,102.824,0.451,11.636,0.615,49.612,6.264,4.348,6
614,0,10.909,114.0,128.313,103.681,107.143,0.799,16.014,0.614,44.186,9.466,2.899,6
615,0,12.364,112.667,110.843,101.38,103.156,0.33,12.097,0.6,53.488,7.36,2.899,5
616,1,13.091,143.0,112.048,111.043,110.631,0.486,8.41,0.704,44.186,7.697,1.739,5
617,1,14.545,119.333,125.904,103.067,112.126,0.295,8.756,0.692,47.287,8.876,2.464,6
618,1,16.182,135.333,118.072,102.301,112.458,0.174,5.069,0.695,52.713,8.287,3.188,6
619,1,14.0,138.667,100.0,102.761,107.143,0.087,0.576,0.617,48.837,8.708,6.812,7
620,0,13.091,120.0,117.47,103.528,104.319,0.243,10.945,0.54,24.806,6.264,6.522,6
621,0,13.273,106.667,114.458,114.877,107.973,1.094,20.622,0.656,31.008,7.36,3.768,6
622,0,12.727,119.333,107.229,108.129,107.807,0.087,9.793,0.659,26.357,7.022,0.58,4
623,0,14.909,129.333,129.518,120.552,104.153,0.625,17.281,0.668,32.558,6.348,5.507,7
624,0,18.182,113.333,118.072,101.534,105.98,0.608,15.323,0.659,30.233,7.275,1.884,5
625,0,17.273,108.667,122.289,100.92,103.156,0.33,10.023,0.603,37.209,6.264,5.072,5
626,0,12.182,108.0,115.06,100.92,104.817,0.573,14.055,0.596,40.31,6.854,3.043,5
627,0,12.0,106.0,112.651,108.282,106.811,0.434,14.747,0.631,27.907,7.697,2.609,6
628,0,15.455,128.667,121.687,108.589,106.977,0.503,19.24,0.718,28.682,7.612,2.464,5
629,0,13.636,113.333,118.072,101.534,106.312,0.781,14.516,0.59,48.837,6.348,4.493,7
630,0,12.182,106.0,125.301,122.239,103.987,0.469,13.594,0.688,11.628,7.107,2.174,5
631,1,16.0,116.0,125.301,102.607,114.784,0.035,0.346,0.653,42.636,7.781,6.232,6
632,0,13.091,108.667,130.12,112.423,104.485,0.694,21.313,0.612,18.605,7.865,4.348,6
633,0,14.182,110.667,121.687,102.147,103.322,0.347,6.567,0.57,31.783,8.455,6.522,6
634,0,13.636,116.0,115.663,111.81,107.309,0.538,20.046,0.681,41.085,7.444,1.739,6
635,1,16.0,113.333,124.096,102.761,107.143,0.052,0.461,0.624,47.287,9.045,6.957,7
636,0,13.818,117.333,115.663,114.877,105.316,0.868,18.433,0.629,27.907,6.096,5.217,6
637,1,23.818,125.333,137.952,102.147,110.299,0.087,1.037,0.725,20.93,10.478,3.188,5
638,1,20.182,122.667,139.759,103.604,117.774,0.191,2.65,0.691,40.31,9.466,5.362,7
639,0,15.818,114.0,129.518,109.969,105.482,0.365,13.594,0.641,32.558,6.601,4.058,6
640,0,13.455,110.0,119.277,112.27,106.146,0.799,17.627,0.643,27.907,7.528,3.623,6
641,0,11.455,110.0,115.06,111.273,105.482,0.26,11.751,0.649,55.814,8.287,3.333,6
642,0,15.273,116.0,119.88,102.761,104.651,0.295,10.945,0.579,37.984,8.624,5.362,7
643,0,12.364,125.333,115.06,105.828,109.468,1.059,23.157,0.631,41.085,7.528,2.609,5
644,0,12.545,109.333,134.337,101.227,133.056,0.226,10.369,0.617,34.109,6.77,2.899,6
645,0,13.091,122.0,109.639,101.227,104.651,0.469,17.742,0.588,17.829,6.938,3.768,6
646,0,12.182,116.667,119.277,111.043,107.143,0.885,20.392,0.682,51.938,8.624,2.174,5
647,0,11.273,112.0,115.663,107.822,103.654,0.191,8.525,0.6,41.085,6.348,4.058,5
648,0,12.727,103.0,117.47,108.052,105.482,0.399,10.714,0.594,39.535,5.843,5.797,7
649,0,13.273,110.667,124.699,103.528,104.983,0.816,13.364,0.566,41.085,6.77,5.797,5
650,0,12.727,113.333,126.506,109.969,106.478,0.833,19.931,0.658,33.333,7.191,1.739,5
651,1,14.727,135.333,115.663,101.994,110.631,0.399,9.447,0.674,44.961,7.612,2.609,5
652,0,14.182,128.667,114.458,114.417,113.953,0.59,22.005,0.712,53.488,7.107,1.449,5
653,0,13.636,124.0,116.265,106.748,104.817,0.556,18.433,0.58,37.209,6.685,6.087,6
654,0,12.182,109.333,129.518,101.38,106.977,0.295,9.332,0.61,44.961,7.022,2.319,5
655,0,13.091,120.667,123.494,117.331,107.973,0.868,24.77,0.72,41.86,7.444,1.304,6
656,0,12.364,111.333,112.651,122.929,104.983,0.469,17.627,0.714,58.915,8.539,2.319,6
657,0,12.727,124.667,104.217,100.767,103.488,0.156,14.401,0.565,19.38,5.506,4.058,5
658,0,12.0,106.0,129.518,100.613,104.153,0.434,11.521,0.594,37.984,6.685,2.609,6
659,0,16.545,114.667,116.867,103.834,107.475,0.92,19.355,0.66,37.984,6.77,2.029,6
660,0,13.818,111.333,117.47,122.393,106.312,0.677,19.009,0.714,38.76,6.938,1.884,5
661,0,14.182,110.0,122.892,108.436,109.635,0.33,9.677,0.651,34.884,9.803,2.464,5
662,0,12.545,114.667,112.048,104.755,104.983,0.573,14.516,0.586,21.705,6.348,3.913,5
663,0,13.091,108.667,136.145,100.767,120.93,1.042,15.899,0.608,31.008,6.433,1.884,7
664,0,14.909,112.667,120.482,106.748,105.15,0.295,5.76,0.572,26.357,7.191,6.377,6
665,0,13.818,108.667,116.867,112.27,105.98,0.625,24.77,0.66,41.085,7.697,3.478,6
666,0,13.091,110.667,116.265,101.227,107.973,0.556,16.82,0.621,38.76,7.865,2.174,6
667,1,15.273,137.333,100.0,101.994,110.465,0.451,5.645,0.675,45.736,8.455,4.348,5
668,0,12.364,118.667,119.277,105.215,104.485,0.747,9.908,0.543,37.209,7.36,7.681,7
669,0,12.182,117.333,118.675,117.485,107.309,0.781,26.728,0.704,34.109,7.191,0.87,5
670,0,13.455,113.333,121.084,102.607,105.482,0.26,9.101,0.567,36.434,7.865,6.377,6
671,1,17.636,114.0,119.88,102.224,108.97,0.208,2.419,0.655,41.86,10.225,5.362,7
672,0,16.364,121.333,142.169,119.172,105.482,0.486,22.005,0.71,26.357,8.539,2.464,5
673,1,15.091,127.333,115.663,101.994,108.804,0.139,2.88,0.683,51.938,8.539,2.319,5
674,0,12.364,138.667,128.916,100.92,103.322,0.486,7.949,0.54,47.287,6.433,6.957,8
675,0,14.909,107.333,124.699,100.767,105.15,0.642,15.783,0.569,15.504,6.685,4.928,5
676,0,15.091,114.667,125.301,121.012,105.98,0.764,23.848,0.731,35.659,8.455,1.739,5
677,0,11.818,108.0,116.867,118.712,104.817,0.486,14.516,0.638,45.736,7.949,5.507,7
678,0,11.818,121.333,119.277,108.282,104.153,0.851,13.94,0.594,61.24,8.034,6.522,7
679,0,12.727,110.667,117.47,116.564,106.977,0.538,18.433,0.687,45.736,6.938,2.174,5
680,0,13.818,105.333,119.277,111.81,105.98,0.642,13.825,0.668,37.984,6.011,1.739,5
681,1,13.091,150.667,101.807,102.607,108.306,0.538,4.839,0.656,62.016,7.865,6.232,7
682,0,13.455,108.0,121.687,101.534,103.156,0.104,4.608,0.589,37.984,8.202,4.203,6
683,0,12.364,111.333,128.916,114.417,105.814,1.337,26.959,0.682,41.085,7.107,2.174,6
684,0,12.727,106.667,121.084,100.613,105.98,0.66,11.751,0.577,45.736,6.096,4.203,6
685,0,10.182,124.0,102.41,127.607,104.983,0.642,14.055,0.72,50.388,7.949,3.188,6
686,0,12.909,118.0,116.867,118.098,106.977,1.476,23.848,0.675,34.109,7.444,2.754,6
687,0,14.909,109.333,120.482,113.957,104.319,0.434,15.783,0.681,27.907,7.275,2.609,6
688,0,14.909,121.333,116.265,100.92,107.309,0.382,21.544,0.587,38.76,6.348,5.217,5
689,1,20.182,110.667,128.313,102.301,109.468,0.087,2.074,0.706,33.333,10.73,4.348,7
690,0,13.818,106.0,121.687,108.896,107.641,0.712,13.479,0.617,30.233,7.36,4.348,8
691,1,16.182,113.333,128.916,102.301,113.953,0.087,0.691,0.634,41.86,8.371,6.377,7
692,0,14.0,102.667,119.277,113.804,107.475,1.094,17.972,0.675,52.713,6.601,2.029,5
693,1,16.182,134.667,107.831,103.067,112.625,0.087,2.074,0.718,45.736,8.118,1.739,6
694,0,14.545,111.333,116.867,110.199,103.156,0.226,8.295,0.602,17.054,6.264,5.072,7
695,0,13.636,114.0,113.855,112.27,107.807,0.955,24.078,0.685,34.884,6.854,1.159,5
696,0,12.909,108.667,130.723,126.074,105.98,0.573,13.71,0.742,37.209,7.107,1.159,6
697,0,11.273,118.0,108.434,106.748,106.146,0.816,22.12,0.627,44.961,9.129,3.333,5
698,0,15.091,102.667,119.277,101.227,108.472,0.799,16.59,0.656,50.388,6.685,1.739,6
699,0,11.455,111.333,113.253,114.11,106.645,0.851,13.71,0.666,37.209,6.938,3.043,6
700,1,16.0,153.667,112.048,101.227,112.791,0.104,2.88,0.644,30.233,7.022,2.899,5
701,0,11.273,106.333,117.47,100.307,105.648,0.33,7.028,0.577,43.411,7.191,2.754,6
702,0,12.364,106.0,118.072,100.767,104.651,0.226,8.41,0.614,60.465,7.697,3.333,6
703,0,14.545,114.667,119.277,101.687,103.488,0.382,14.055,0.612,34.884,8.708,4.203,5
704,1,15.273,132.0,111.446,102.301,111.96,0.243,11.406,0.675,47.287,7.697,2.174,5
705,0,13.636,108.0,120.482,101.994,105.648,0.417,14.977,0.623,45.736,8.202,3.043,4
706,1,13.636,124.667,106.627,102.761,105.648,0.087,0.691,0.624,44.961,8.624,4.928,6
707,0,12.0,117.333,117.47,108.436,106.146,0.486,14.747,0.645,58.915,7.949,3.913,6
708,0,15.636,138.667,143.373,125.997,105.482,1.059,26.152,0.747,15.504,8.876,2.029,4
709,0,12.727,120.0,115.663,111.656,105.648,0.469,10.599,0.601,20.93,5.758,4.928,6
710,0,15.273,114.667,124.096,101.84,103.156,0.382,13.364,0.583,32.558,6.433,4.203,7
711,0,14.545,112.667,115.663,117.178,107.309,0.938,19.24,0.69,30.233,8.202,2.609,5
712,1,12.727,126.0,124.096,102.761,110.299,0.122,1.498,0.677,65.116,9.298,3.768,6
713,0,13.091,112.0,127.711,109.663,106.312,1.007,20.392,0.67,37.209,6.938,1.884,5
714,0,15.455,113.333,124.699,106.595,108.14,0.521,16.935,0.683,42.636,7.444,2.464,6
715,0,15.636,114.667,116.867,107.822,105.814,0.521,13.594,0.648,34.109,7.444,3.188,6
716,0,14.0,106.667,129.518,101.074,103.987,0.191,7.604,0.57,25.581,7.612,4.783,7
717,0,12.727,110.667,116.265,101.38,105.15,0.59,11.406,0.539,31.783,5.674,6.377,6
718,0,16.182,106.0,118.675,101.38,106.645,0.816,16.935,0.637,31.008,8.034,2.029,6
719,0,13.273,104.667,122.892,101.687,104.651,0.33,8.986,0.565,28.682,7.612,4.928,6
720,0,13.091,109.333,113.855,125.613,106.312,0.625,12.903,0.73,27.907,7.022,1.159,6
721,0,9.636,139.333,105.422,100.613,101.827,0.069,0.346,0.502,44.961,6.011,8.116,5
722,0,11.455,106.667,113.253,105.521,105.482,0.417,12.097,0.633,48.837,6.433,2.029,5
723,0,13.273,106.667,116.867,114.724,104.983,0.486,12.558,0.646,30.233,6.938,4.203,7
724,1,17.273,150.667,120.482,101.227,106.811,0.052,0.461,0.663,31.008,7.191,1.594,6
725,0,14.727,120.0,119.88,106.748,105.98,0.503,14.401,0.637,46.512,6.854,4.203,6
726,0,14.727,117.333,116.867,105.215,103.156,0.781,10.829,0.548,37.209,7.36,7.536,7
727,0,14.182,112.667,144.578,118.252,104.651,0.799,17.281,0.712,24.806,6.854,1.014,5
728,0,14.727,107.333,120.482,103.067,104.651,0.556,13.71,0.6,29.457,7.275,4.493,7
729,0,13.455,116.667,118.675,110.429,105.98,0.573,15.783,0.599,26.357,7.781,6.087,6
730,0,12.364,118.0,118.675,103.067,104.485,0.625,9.908,0.544,42.636,7.612,6.957,7
731,1,20.909,130.0,129.518,106.135,118.106,0.156,1.267,0.752,27.132,7.865,5.362,6
732,0,13.818,109.333,118.675,103.221,103.488,0.694,14.977,0.552,34.109,6.264,6.812,7
733,1,14.182,135.333,104.819,105.215,112.126,0.434,11.751,0.679,41.085,7.444,2.029,5
734,0,12.545,110.0,119.88,101.38,104.485,0.243,11.406,0.575,46.512,6.685,4.638,6
735,0,16.182,104.0,115.663,101.38,106.645,0.955,21.083,0.644,37.984,8.371,2.174,6
736,0,12.182,105.333,117.47,108.282,103.488,0.486,15.899,0.647,74.419,7.022,3.913,6
737,0,16.182,108.0,121.084,100.46,106.811,0.191,7.834,0.594,31.783,6.348,3.623,6
738,1,19.455,115.333,121.084,101.534,110.963,0.139,2.535,0.685,40.31,10.14,4.638,7
739,0,12.0,121.333,118.072,101.534,106.312,0.503,12.788,0.615,34.884,7.191,3.043,6
740,0,12.0,116.667,112.048,101.84,103.654,0.833,17.627,0.592,53.488,7.612,4.348,6
741,0,13.455,113.333,125.904,110.736,103.488,0.503,11.982,0.587,27.907,8.118,6.522,8
742,0,12.727,114.0,119.277,102.761,100.831,0.573,9.562,0.557,40.31,8.708,6.522,7
743,0,13.636,111.333,128.313,111.963,105.482,0.608,17.281,0.672,33.333,7.781,2.029,6
744,0,13.091,119.333,114.458,102.147,109.136,0.382,13.134,0.644,46.512,7.697,2.029,5
745,0,15.455,108.0,129.518,101.534,107.309,0.243,15.899,0.614,34.109,7.107,3.623,5
746,0,13.818,111.333,119.88,102.301,101.993,0.278,8.065,0.56,41.86,6.938,6.232,6
747,0,12.182,105.333,120.482,108.436,104.153,0.521,12.442,0.626,46.512,8.034,3.092,7
748,0,15.636,111.333,107.831,125.46,104.485,0.833,24.539,0.741,18.605,7.022,2.464,5
749,1,19.636,124.0,125.301,102.147,110.299,0.104,1.613,0.665,32.558,9.803,4.493,7
750,0,14.182,112.667,116.265,102.761,106.478,0.503,16.475,0.625,29.457,7.444,1.739,6
751,1,13.636,136.667,119.88,109.356,137.542,1.128,12.558,0.707,38.76,7.865,2.174,5
752,0,13.818,125.333,112.048,124.693,106.146,0.851,20.507,0.729,27.907,7.865,2.029,5
753,0,11.818,108.0,124.096,101.074,106.312,0.382,9.908,0.6,37.209,6.938,2.899,6
754,0,13.273,118.667,116.867,111.81,104.153,0.486,8.641,0.585,18.605,6.433,6.522,6
755,0,12.909,113.333,121.084,114.11,109.635,1.042,20.046,0.695,33.333,7.949,1.449,4
756,0,12.909,110.0,121.687,124.08,104.817,0.729,14.631,0.734,41.86,6.601,1.159,5
757,0,16.364,108.0,122.892,117.178,107.641,0.868,18.894,0.756,48.062,10.056,1.304,6
758,0,13.273,126.0,117.47,106.365,104.153,0.486,14.747,0.567,44.186,7.022,7.246,7
759,0,14.909,106.0,121.084,101.534,106.312,0.729,17.051,0.621,49.612,8.961,4.493,6
760,0,12.0,108.0,115.663,121.626,105.98,0.903,13.71,0.717,20.93,8.961,2.029,6
761,0,11.455,109.333,115.06,100.767,106.811,1.667,19.47,0.575,55.814,8.371,4.493,6
762,0,16.727,116.667,120.482,117.178,108.306,0.712,26.959,0.726,34.884,7.528,2.899,6
763,0,12.0,112.0,119.88,105.752,105.15,0.243,8.525,0.543,44.186,7.36,6.812,6
764,0,12.727,112.0,112.651,111.656,106.811,0.868,20.276,0.66,39.535,7.191,2.174,5
765,0,14.727,110.0,117.47,103.067,103.654,0.399,10.599,0.593,21.705,7.697,4.203,6
766,0,12.182,109.333,115.06,117.638,104.319,0.92,14.862,0.648,37.984,6.517,3.913,5
767,0,15.636,135.333,122.892,117.638,148.505,0.399,24.654,0.735,17.054,7.191,1.739,5
768,0,12.182,114.0,116.265,101.687,102.492,0.208,8.065,0.542,37.984,7.444,6.667,7
769,0,14.364,104.667,124.096,102.147,106.811,0.399,9.908,0.617,32.558,6.938,3.623,5
770,1,15.455,133.333,113.855,102.607,111.13,0.382,10.138,0.688,37.984,8.034,2.174,6
771,0,15.636,110.0,124.699,100.767,106.478,0.59,16.59,0.588,28.682,7.107,4.638,5
772,1,21.455,128.0,144.578,106.979,115.116,0.069,1.267,0.741,38.76,8.371,4.638,5
773,0,15.273,103.333,118.072,101.84,105.15,0.729,19.931,0.662,55.039,6.601,1.449,5
774,0,16.0,111.333,127.711,104.831,106.811,0.226,11.06,0.657,43.411,8.034,2.464,5
775,0,14.909,119.333,120.482,103.988,103.156,0.712,17.972,0.561,22.481,5.927,6.377,6
776,0,16.182,108.0,144.578,105.905,105.814,0.556,14.286,0.602,41.085,6.685,6.087,6
777,0,12.909,110.667,119.277,110.736,104.817,0.816,22.696,0.668,56.589,7.697,2.464,7
778,0,13.273,103.333,134.337,109.202,107.807,1.024,16.59,0.661,18.605,6.77,2.029,6
779,0,12.727,112.0,112.651,111.656,106.811,0.868,20.276,0.66,39.535,7.191,2.174,5
780,0,13.455,106.0,119.277,101.227,105.15,0.59,11.521,0.561,34.109,8.708,5.797,5
781,0,13.091,109.333,113.855,125.613,106.312,0.625,12.903,0.73,27.907,7.022,1.159,6
782,1,14.727,132.667,101.205,103.067,111.296,0.174,3.341,0.663,49.612,8.371,4.058,6
783,0,13.636,118.667,116.867,119.862,106.478,0.868,21.083,0.706,21.705,8.202,2.174,7
784,0,8.0,115.333,101.205,116.104,104.485,0.33,12.442,0.604,79.845,6.854,6.377,6
785,0,14.727,120.0,117.47,118.558,106.811,0.417,23.387,0.722,41.085,8.118,1.884,6
786,0,12.0,112.667,119.277,104.601,104.319,0.608,14.631,0.597,39.535,7.022,4.058,6
787,0,12.0,112.667,116.265,101.534,106.146,0.538,12.327,0.602,53.488,7.444,3.623,7
788,1,12.727,137.333,112.651,101.84,111.96,0.226,2.88,0.689,67.442,8.708,2.609,5
789,0,13.818,116.0,117.47,110.736,102.658,0.59,13.594,0.587,33.333,8.624,6.957,7
790,0,12.727,106.667,119.277,113.804,107.143,0.399,9.677,0.677,48.837,7.275,2.029,6
791,0,14.909,111.333,120.482,101.074,107.807,0.573,19.585,0.639,29.457,7.444,2.174,5
792,0,12.182,112.667,118.675,101.38,104.319,0.278,8.871,0.57,46.512,6.854,4.493,7
793,0,12.909,114.0,115.06,115.337,104.983,0.538,13.134,0.675,45.736,6.011,3.043,6
794,1,13.818,132.0,107.831,101.534,111.296,0.417,4.147,0.677,48.062,8.118,1.739,5
795,0,13.455,120.667,118.675,121.089,105.648,0.469,17.972,0.725,34.884,7.697,1.594,5
796,0,14.727,113.333,124.699,101.074,105.814,0.174,13.825,0.612,43.411,6.938,3.333,5
797,1,15.273,132.0,107.229,102.147,112.126,0.104,2.535,0.691,50.388,7.36,2.029,6
798,0,12.545,110.667,117.47,120.092,104.319,0.903,14.747,0.665,34.884,6.348,3.768,6
799,1,23.455,120.667,137.952,102.607,113.621,0.087,1.382,0.756,34.109,7.275,2.174,5
800,0,12.182,104.667,121.084,123.313,105.482,0.938,17.512,0.679,40.31,6.264,3.768,5
801,1,18.545,116.0,128.313,101.227,107.807,0.139,2.074,0.69,38.76,10.056,3.333,7
802,1,12.364,120.667,125.904,102.147,110.299,0.226,2.074,0.638,56.589,10.478,4.638,7
803,0,14.545,107.333,118.072,118.712,107.309,0.825,25.691,0.722,32.558,7.275,1.594,7
804,0,14.182,110.0,123.494,120.859,108.14,0.833,21.429,0.708,20.155,7.191,1.449,7
805,0,11.636,112.667,112.048,110.276,105.15,0.712,16.014,0.641,33.333,7.191,2.609,5
806,0,12.364,119.333,114.458,108.436,103.821,0.312,9.217,0.543,24.806,5.337,7.826,8
807,0,12.182,111.667,126.506,117.945,105.98,0.903,22.005,0.685,40.31,7.697,2.174,6
808,0,11.273,117.333,115.06,102.914,106.146,0.799,20.276,0.574,37.984,6.517,4.783,5
809,1,13.818,138.0,101.205,102.301,109.468,0.122,2.189,0.695,58.14,8.792,2.174,6
810,0,11.636,118.667,130.12,100.613,119.601,1.076,19.816,0.597,29.457,6.938,2.464,5
811,0,11.455,106.667,121.687,100.92,106.146,0.139,7.488,0.594,75.969,8.876,4.203,7
812,1,14.364,128.667,110.843,102.301,110.133,0.191,2.535,0.704,62.016,9.298,2.174,6
813,0,16.727,106.667,116.867,100.307,103.821,0.417,8.295,0.576,20.93,6.348,4.493,5
814,0,12.727,122.0,100.602,108.436,106.478,0.33,7.373,0.626,36.434,6.685,2.899,5
815,0,13.818,116.0,118.675,108.896,103.654,0.642,12.558,0.601,51.163,8.034,6.087,7
816,0,14.909,115.333,117.47,115.184,105.15,0.347,16.014,0.683,24.806,6.096,2.029,5
817,0,14.0,117.333,151.807,101.227,127.409,0.608,10.714,0.611,15.504,7.36,1.884,5
818,1,13.455,118.667,119.277,101.84,109.635,0.052,0.23,0.61,49.612,7.781,6.957,7
819,1,19.273,123.333,119.88,103.221,114.286,0.469,9.562,0.718,38.76,8.876,2.899,5
820,0,16.545,106.667,118.072,100.767,103.156,0.573,10.253,0.608,8.527,6.18,2.899,4
821,0,12.0,112.0,117.47,103.834,105.316,0.625,15.899,0.545,38.76,6.433,6.957,7
822,0,12.727,126.333,103.614,100.613,103.488,0.139,14.401,0.563,19.38,5.59,4.058,5
823,0,16.0,106.667,122.892,100.767,105.15,0.694,9.908,0.568,12.403,8.202,5.797,6
824,0,13.273,104.667,119.277,111.196,104.153,0.278,8.641,0.654,44.186,5.758,2.899,6
825,0,12.364,114.0,115.663,119.172,106.146,0.938,22.811,0.699,34.109,6.601,2.319,6
826,1,15.636,136.0,121.084,103.374,112.791,0.469,5.3,0.691,45.736,8.371,4.058,5
827,0,15.818,107.333,134.94,124.617,106.645,0.816,20.161,0.76,37.209,8.371,1.594,6
828,0,16.182,118.667,134.337,122.086,107.143,0.59,28.802,0.75,16.279,8.539,0.87,5
829,0,13.273,115.333,120.482,109.509,108.306,0.868,24.078,0.659,47.287,7.865,3.333,5
830,0,14.0,116.0,124.096,101.38,104.153,0.208,8.986,0.641,54.264,8.202,3.478,5
831,0,16.182,104.0,121.687,112.577,102.824,0.208,6.221,0.664,31.783,6.096,4.42,5
832,0,13.273,110.667,115.663,118.405,107.309,0.747,20.276,0.71,54.264,6.685,2.464,5
833,0,11.818,138.333,100.0,107.669,103.987,0.122,2.88,0.625,46.512,7.444,3.623,4
834,0,12.909,109.333,117.47,110.429,103.156,0.26,9.332,0.616,33.333,7.865,4.203,7
835,0,12.545,110.0,118.072,101.84,103.987,0.26,9.793,0.567,43.411,6.517,5.507,6
836,0,11.455,115.333,116.867,105.368,103.488,0.365,9.217,0.568,45.736,6.348,5.362,7
837,0,13.091,117.333,116.867,101.074,104.319,0.538,9.677,0.587,29.457,6.685,3.913,6
838,0,16.364,118.667,121.687,116.104,103.821,0.347,14.516,0.616,17.829,6.433,7.246,6
839,0,14.909,111.333,174.096,106.135,104.319,0.868,33.18,0.559,24.031,6.77,7.391,6
840,1,16.364,111.333,123.494,102.147,105.316,0.052,0.461,0.63,42.636,9.129,6.522,7
841,0,12.182,116.667,118.072,103.681,104.485,0.503,13.594,0.541,45.736,6.517,7.391,7
842,0,13.636,108.0,121.687,101.38,103.654,0.642,16.244,0.615,48.837,7.865,4.348,6
843,0,12.909,111.333,116.265,125.767,109.136,0.486,15.438,0.705,37.209,7.275,3.043,6
844,0,12.182,105.333,114.458,101.227,106.146,0.278,8.18,0.617,72.868,7.949,3.333,6
845,0,14.182,117.333,112.048,107.975,108.804,0.885,22.696,0.645,34.884,6.854,2.609,6
846,0,15.636,111.333,129.518,112.883,105.814,0.521,20.622,0.71,48.062,7.275,2.899,6
847,0,12.182,106.0,125.301,122.239,103.987,0.469,13.594,0.688,11.628,7.107,2.174,5
